%  label: Unnamed trial, 17/03/22 02-30-00
%  population_size: 1024
%  mutation_rate: 0.45
%  max_generations: 200000
%  selection_method: Tournement
%  t_size: 4
%  brood_size: 2
%  min_start_len: 2
%  max_start_len: 32
%  max_len: 256
%  fit_goal: 0
%  cuck_rate: 0.15
%  threads: 8
%  num_demes: 4
%  migration: 0.1
%  use_viscosity: true
%  outregs: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
%  inregs: [0, 1, 2, 3]
%  binary_path: /home/oblivia/Projects/roper/data/tomato-RT-N18U-httpd

ITERATION,AVG-GEN,AVG-FIT,AVG-CRASH,BEST-GEN,BEST-FIT,BEST-CRASH,AVG-LENGTH,BEST-LENGTH,UNSEEN
608,2.3769531,0.45159787,0.2688889,0,0.0069491905,0,18.33789,22,0.5605469
609,2.3886719,0.45053264,0.2688889,0,0.0069491905,0,18.364258,22,0.5605469
610,2.3857422,0.45010597,0.2682927,0,0.0069491905,0,18.371094,22,0.5595703
611,2.397461,0.44830146,0.26444444,0,0.0069491905,0,18.347656,22,0.5605469
612,2.4033203,0.44796368,0.26444444,0,0.0069491905,0,18.378906,22,0.5605469
613,2.4140625,0.44690672,0.26327434,0,0.0069491905,0,18.408203,22,0.55859375
614,2.4238281,0.44690672,0.26327434,0,0.0069491905,0,18.418945,22,0.55859375
615,2.4326172,0.44612068,0.26269317,0,0.0069491905,0,18.422852,22,0.5576172
616,2.4414063,0.44580823,0.26269317,0,0.0069491905,0,18.405273,22,0.5576172
617,2.4472656,0.44580823,0.26269317,0,0.0069491905,0,18.391602,22,0.5576172
618,2.4521484,0.44525075,0.26327434,0,0.0069491905,0,18.416992,22,0.55859375
619,2.4550781,0.44435072,0.26327434,0,0.0069491905,0,18.405273,22,0.55859375
620,2.4580078,0.44302326,0.26106194,0,0.0069491905,0,18.424805,22,0.55859375
621,2.4550781,0.44235778,0.26048565,0,0.0069491905,0,18.416992,22,0.5576172
622,2.4667969,0.44272444,0.26106194,0,0.0069491905,0,18.414063,22,0.55859375
623,2.4804688,0.44241858,0.26222223,0,0.0069491905,0,18.430664,22,0.5605469
624,2.4863281,0.4417524,0.26057908,0,0.0069491905,0,18.448242,22,0.56152344
625,2.4882813,0.44108322,0.25669643,0,0.0069491905,0,18.427734,22,0.5625
626,2.4990234,0.44108322,0.25669643,0,0.0069491905,0,18.416016,22,0.5625
627,2.5117188,0.44041017,0.25612473,0,0.0069491905,0,18.496094,22,0.56152344
628,2.524414,0.43976906,0.25555557,0,0.0069491905,0,18.527344,22,0.5605469
629,2.5273438,0.4392689,0.25612473,0,0.0069491905,0,18.487305,22,0.56152344
630,2.5351563,0.43925235,0.2572062,0,0.0069491905,0,18.46289,22,0.5595703
631,2.5478516,0.43848154,0.25442478,0,0.0069491905,0,18.487305,22,0.55859375
632,2.5546875,0.43752894,0.25386313,0,0.0069491905,0,18.484375,22,0.5576172
633,2.5595703,0.43804094,0.2555066,0,0.0069491905,0,18.47754,22,0.5566406
634,2.5546875,0.43804094,0.25330397,0,0.0069491905,0,18.445313,22,0.5566406
635,2.5585938,0.4376862,0.25274727,0,0.0069491905,0,18.467773,22,0.55566406
636,2.5625,0.4376862,0.25274727,0,0.0069491905,0,18.458984,22,0.55566406
637,2.571289,0.43639016,0.25164112,0,0.0069491905,0,18.482422,22,0.55371094
638,2.5722656,0.43699524,0.2532751,0,0.0069491905,0,18.461914,22,0.5527344
639,2.5771484,0.4359035,0.2510917,0,0.0069491905,0,18.504883,22,0.5527344
640,2.5820313,0.43496898,0.25054467,0,0.0069491905,0,18.475586,22,0.5517578
641,2.5830078,0.43496898,0.25054467,0,0.0069491905,0,18.461914,22,0.5517578
642,2.5898438,0.43496898,0.25054467,0,0.0069491905,0,18.493164,22,0.5517578
643,2.5917969,0.43431872,0.2494577,0,0.0069491905,0,18.49707,22,0.5498047
644,2.5957031,0.43331018,0.2494577,0,0.0069491905,0,18.529297,22,0.5498047
645,2.5976563,0.43421093,0.25108224,0,0.0069491905,0,18.529297,22,0.5488281
646,2.6054688,0.43357882,0.25053996,0,0.0069491905,0,18.485352,22,0.54785156
647,2.6210938,0.4324695,0.25053996,0,0.0069491905,0,18.5625,22,0.54785156
648,2.6230469,0.43180048,0.25108224,0,0.0069491905,0,18.548828,22,0.5488281
649,2.633789,0.43236,0.25053996,0,0.0069491905,0,18.557617,22,0.54785156
650,2.6425781,0.43286,0.25215518,0,0.0069491905,0,18.56543,22,0.546875
651,2.6601563,0.43098587,0.2462203,0,0.0069491905,0,18.580078,22,0.54785156
652,2.6748047,0.43043897,0.24568966,0,0.0069491905,0,18.558594,22,0.546875
653,2.6796875,0.42914584,0.24568966,0,0.0069491905,0,18.564453,22,0.546875
654,2.6855469,0.42947525,0.2462203,0,0.0069491905,0,18.570313,22,0.54785156
655,2.6904297,0.42879978,0.24458875,0,0.0069491905,0,18.56543,22,0.5488281
656,2.6992188,0.4278294,0.2451193,0,0.0069491905,0,18.56836,22,0.5498047
657,2.7070313,0.4271474,0.24347825,0,0.0069491905,0,18.579102,22,0.55078125
658,2.7158203,0.4262198,0.24400872,0,0.0069491905,0,18.575195,22,0.5517578
659,2.7167969,0.4262198,0.24400872,0,0.0069491905,0,18.573242,22,0.5517578
660,2.71875,0.4262198,0.24400872,0,0.0069491905,0,18.592773,22,0.5517578
661,2.7236328,0.42567846,0.24347825,0,0.0069491905,0,18.598633,22,0.55078125
662,2.7236328,0.42499787,0.24183007,0,0.0069491905,0,18.600586,22,0.5517578
663,2.7363281,0.42350283,0.23913044,0,0.0069491905,0,18.580078,22,0.55078125
664,2.7392578,0.42259926,0.23861171,0,0.0069491905,0,18.59668,22,0.5498047
665,2.743164,0.42244354,0.2407809,0,0.0069491905,0,18.564453,22,0.5498047
666,2.7509766,0.4219788,0.24242425,0,0.0069491905,0,18.55957,22,0.5488281
667,2.758789,0.42204303,0.24353448,0,0.0069491905,0,18.586914,22,0.546875
668,2.774414,0.4207499,0.24353448,0,0.0069491905,0,18.580078,22,0.546875
669,2.7773438,0.42046225,0.24242425,0,0.0069491905,0,18.579102,22,0.5488281
670,2.7861328,0.4185742,0.24295011,0,0.0069491905,0,18.59375,22,0.5498047
671,2.790039,0.4178721,0.24130435,0,0.0069491905,0,18.591797,22,0.55078125
672,2.7929688,0.4176341,0.24130435,0,0.0069491905,0,18.583008,22,0.55078125
673,2.8027344,0.41833672,0.24295011,0,0.0069491905,0,18.560547,22,0.5498047
674,2.805664,0.4178132,0.24295011,0,0.0069491905,0,18.570313,22,0.5498047
675,2.8144531,0.41632977,0.24347825,0,0.0069491905,0,18.55371,22,0.55078125
676,2.819336,0.41573372,0.24295011,0,0.0069491905,0,18.580078,22,0.5498047
677,2.8271484,0.41634423,0.24458875,0,0.0069491905,0,18.59668,22,0.5488281
678,2.8359375,0.4156562,0.24406047,0,0.0069491905,0,18.58496,22,0.54785156
679,2.8330078,0.4156562,0.24406047,0,0.0069491905,0,18.60254,22,0.54785156
680,2.8427734,0.4154815,0.24406047,0,0.0069491905,0,18.615234,22,0.54785156
681,2.8466797,0.41501737,0.24190065,0,0.0069491905,0,18.63086,22,0.54785156
682,2.850586,0.41501737,0.24190065,0,0.0069491905,0,18.61914,22,0.54785156
683,2.8515625,0.41571766,0.24353448,0,0.0069491905,0,18.649414,22,0.546875
684,2.8623047,0.41453195,0.24353448,0,0.0069491905,0,18.65039,22,0.546875
685,2.8652344,0.41382563,0.24406047,0,0.0069491905,0,18.64746,22,0.54785156
686,2.8691406,0.41314453,0.24568966,0,0.0069491905,0,18.671875,22,0.546875
687,2.8828125,0.4120554,0.2446352,0,0.0069491905,0,18.735352,22,0.5449219
688,2.890625,0.41017407,0.24197002,0,0.0069491905,0,18.726563,22,0.5439453
689,2.9003906,0.40971082,0.23982869,0,0.0069491905,0,18.739258,22,0.5439453
690,2.9101563,0.4099042,0.23717949,0,0.0069491905,0,18.705078,22,0.54296875
691,2.915039,0.4099042,0.23717949,0,0.0069491905,0,18.694336,22,0.54296875
692,2.9355469,0.4087253,0.23717949,0,0.0069491905,0,18.708008,22,0.54296875
693,2.9326172,0.40817767,0.23667377,0,0.0069491905,0,18.711914,22,0.5419922
694,2.944336,0.40779638,0.23667377,0,0.0069491905,0,18.71289,22,0.5419922
695,2.9423828,0.40779638,0.23667377,0,0.0069491905,0,18.71875,22,0.5419922
696,2.9472656,0.4071368,0.23617022,0,0.0069491905,0,18.710938,22,0.5410156
697,2.946289,0.4071368,0.23404256,0,0.0069491905,0,18.711914,22,0.5410156
698,2.9482422,0.40733442,0.23354565,0,0.0069491905,0,18.692383,22,0.54003906
699,2.9501953,0.40733442,0.23354565,0,0.0069491905,0,18.675781,22,0.54003906
700,2.9550781,0.40647614,0.23354565,0,0.0069491905,0,18.6875,22,0.54003906
701,2.9628906,0.40552494,0.2314225,0,0.0069491905,0,18.680664,22,0.54003906
702,2.9707031,0.4039027,0.22881356,0,0.0069491905,0,18.691406,22,0.5390625
703,2.9873047,0.40380636,0.2299578,0,0.0069491905,0,18.677734,22,0.5371094
704,2.9882813,0.4025259,0.2278481,0,0.0069491905,0,18.64746,22,0.5371094
705,2.9951172,0.4025259,0.2278481,0,0.0069491905,0,18.65332,22,0.5371094
706,2.9921875,0.40180916,0.22832981,0,0.0069491905,0,18.625,22,0.53808594
707,3.0048828,0.402242,0.22947368,0,0.0069491905,0,18.635742,22,0.5361328
708,3.0107422,0.40148696,0.22947368,0,0.0069491905,0,18.604492,22,0.5361328
709,3.008789,0.4002238,0.22736841,0,0.0069491905,0,18.629883,22,0.5361328
710,3.0234375,0.399542,0.2289916,0,0.0069491905,0,18.598633,22,0.53515625
711,3.0351563,0.39900115,0.22851153,0,0.0069491905,0,18.610352,22,0.5341797
712,3.0410156,0.39840034,0.22851153,0,0.0069491905,0,18.683594,22,0.5341797
713,3.0458984,0.3970717,0.22736841,0,0.0069491905,0,18.700195,22,0.5361328
714,3.0478516,0.3970717,0.22947368,0,0.0069491905,0,18.702148,22,0.5361328
715,3.0566406,0.3966098,0.22689076,0,0.0069491905,0,18.704102,22,0.53515625
716,3.0634766,0.39653486,0.22689076,0,0.0069491905,0,18.72461,22,0.53515625
717,3.0810547,0.39656168,0.22803347,0,0.0069491905,0,18.682617,22,0.5332031
718,3.0839844,0.39540738,0.22803347,0,0.0069491905,0,18.642578,22,0.5332031
719,3.0908203,0.39540738,0.22803347,0,0.0069491905,0,18.666016,22,0.5332031
720,3.0976563,0.3945964,0.2275574,0,0.0069491905,0,18.652344,22,0.53222656
721,3.109375,0.39521357,0.22916667,0,0.0069491905,0,18.64746,22,0.53125
722,3.1152344,0.39428023,0.22916667,0,0.0069491905,0,18.648438,22,0.53125
723,3.1328125,0.39299858,0.22916667,0,0.0069491905,0,18.632813,22,0.53125
724,3.1425781,0.39093962,0.22594142,0,0.0069491905,0,18.620117,22,0.5332031
725,3.1435547,0.39093962,0.22594142,0,0.0069491905,0,18.613281,22,0.5332031
726,3.1464844,0.3894837,0.22546972,0,0.0069491905,0,18.598633,22,0.53222656
727,3.15625,0.38859245,0.22384937,0,0.0069491905,0,18.588867,22,0.5332031
728,3.1572266,0.3885474,0.22431865,0,0.0069491905,0,18.594727,22,0.5341797
729,3.1572266,0.38838556,0.22431865,0,0.0069491905,0,18.607422,22,0.5341797
730,3.1660156,0.38773555,0.22478992,0,0.0069491905,0,18.59961,22,0.53515625
731,3.1699219,0.3867635,0.2231579,0,0.0069491905,0,18.609375,22,0.5361328
732,3.1699219,0.3867635,0.2231579,0,0.0069491905,0,18.575195,22,0.5361328
733,3.1748047,0.38624832,0.22268908,0,0.0069491905,0,18.583008,22,0.53515625
734,3.1679688,0.38515002,0.22268908,0,0.0069491905,0,18.608398,22,0.53515625
735,3.180664,0.3843997,0.2231579,0,0.0069491905,0,18.600586,22,0.5361328
736,3.1904297,0.383766,0.2231579,0,0.0069491905,0,18.685547,22,0.5361328
737,3.1914063,0.38282284,0.22105263,0,0.0069491905,0,18.655273,22,0.5361328
738,3.2050781,0.38314953,0.22222222,0,0.0069491905,0,18.655273,22,0.5341797
739,3.2148438,0.38308385,0.22222222,0,0.0069491905,0,18.703125,22,0.5341797
740,3.2207031,0.38242272,0.22268908,0,0.0069491905,0,18.674805,22,0.53515625
741,3.2265625,0.38234988,0.22478992,0,0.0069491905,0,18.682617,22,0.53515625
742,3.2294922,0.3821001,0.22573839,0,0.0069491905,0,18.65039,22,0.5371094
743,3.2382813,0.3818151,0.22573839,0,0.0069491905,0,18.672852,22,0.5371094
744,3.2460938,0.3823231,0.22621565,0,0.0069491905,0,18.680664,22,0.53808594
745,3.2480469,0.38260904,0.22736841,0,0.0069491905,0,18.68457,22,0.5361328
746,3.2460938,0.3834775,0.22832981,0,0.0069491905,0,18.680664,22,0.53808594
747,3.265625,0.38172662,0.22573839,0,0.0069491905,0,18.677734,22,0.5371094
748,3.2626953,0.38191307,0.22621565,0,0.0069491905,0,18.673828,22,0.53808594
749,3.265625,0.38140592,0.22573839,0,0.0069491905,0,18.670898,22,0.5371094
750,3.2773438,0.3807174,0.22478992,0,0.0069491905,0,18.691406,22,0.53515625
751,3.2841797,0.3806236,0.22362868,0,0.0069491905,0,18.711914,22,0.5371094
752,3.290039,0.3803743,0.2231579,0,0.0069491905,0,18.769531,22,0.5361328
753,3.3007813,0.37862316,0.221519,0,0.0069491905,0,18.754883,22,0.5371094
754,3.3007813,0.37880304,0.22198732,0,0.0069491905,0,18.776367,22,0.53808594
755,3.3125,0.37883067,0.22245763,0,0.0069491905,0,18.75,22,0.5390625
756,3.3222656,0.37883067,0.22245763,0,0.0069491905,0,18.736328,22,0.5390625
757,3.3291016,0.378329,0.22198732,0,0.0069491905,0,18.791992,22,0.53808594
758,3.3388672,0.3779047,0.221519,0,0.0069491905,0,18.795898,22,0.5371094
759,3.3554688,0.37763506,0.22245763,0,0.0069491905,0,18.789063,22,0.5390625
760,3.3613281,0.37685135,0.22198732,0,0.0069491905,0,18.79004,22,0.53808594
761,3.3710938,0.3750373,0.21868365,0,0.0069491905,0,18.791016,22,0.54003906
762,3.3623047,0.3743654,0.21702127,0,0.0069491905,0,18.786133,22,0.5410156
763,3.3710938,0.37354842,0.21656051,0,0.0069491905,0,18.769531,22,0.54003906
764,3.375,0.3719791,0.21321961,0,0.0069491905,0,18.771484,22,0.5419922
765,3.381836,0.3699074,0.21153846,0,0.0069491905,0,18.833984,22,0.54296875
766,3.3896484,0.3699074,0.21153846,0,0.0069491905,0,18.836914,22,0.54296875
767,3.3779297,0.36883432,0.20940171,0,0.0069491905,0,18.836914,22,0.54296875
768,3.3769531,0.36883432,0.20940171,0,0.0069491905,0,18.832031,22,0.54296875
769,3.383789,0.36953565,0.21108742,0,0.0069491905,0,18.875977,22,0.5419922
770,3.3945313,0.37032717,0.21276596,0,0.0069491905,0,18.94043,22,0.5410156
771,3.4023438,0.37032717,0.21276596,0,0.0069491905,0,18.942383,22,0.5410156
772,3.4052734,0.36953568,0.20895523,0,0.0069491905,0,18.91211,22,0.5419922
773,3.3984375,0.3682564,0.20682302,0,0.0069491905,0,18.886719,22,0.5419922
774,3.3984375,0.36816308,0.20682302,0,0.0069491905,0,18.893555,22,0.5419922
775,3.399414,0.36808702,0.20682302,0,0.0069491905,0,18.933594,22,0.5419922
776,3.4042969,0.36696428,0.20512821,0,0.0069491905,0,18.947266,22,0.54296875
777,3.4023438,0.3661622,0.20556745,0,0.0069491905,0,18.957031,22,0.5439453
778,3.4013672,0.3661622,0.20556745,0,0.0069491905,0,18.941406,22,0.5439453
779,3.4072266,0.36385575,0.20171674,0,0.0069491905,0,18.921875,22,0.5449219
780,3.415039,0.3633797,0.2012848,0,0.0069491905,0,18.949219,22,0.5439453
781,3.4179688,0.36244604,0.19914347,0,0.0069491905,0,18.94043,22,0.5439453
782,3.428711,0.36097184,0.19871795,0,0.0069491905,0,18.958984,22,0.54296875
783,3.4345703,0.36097184,0.19871795,0,0.0069491905,0,18.957031,22,0.54296875
784,3.4404297,0.36126125,0.19957082,0,0.0069491905,0,18.957031,22,0.5449219
785,3.4453125,0.35947746,0.19569893,0,0.0069491905,0,18.936523,22,0.54589844
786,3.4433594,0.35853797,0.19354838,0,0.0069491905,0,18.976563,22,0.54589844
787,3.4453125,0.3570554,0.19139785,0,0.0069491905,0,18.94629,22,0.54589844
788,3.4560547,0.35659292,0.19098713,0,0.0069491905,0,18.918945,22,0.5449219
789,3.4501953,0.35680473,0.19139785,0,0.0069491905,0,18.950195,22,0.54589844
790,3.4580078,0.35666895,0.19098713,0,0.0069491905,0,18.979492,22,0.5449219
791,3.4658203,0.3563801,0.19098713,0,0.0069491905,0,19.033203,22,0.5449219
792,3.475586,0.35720485,0.19271949,0,0.0069491905,0,19.098633,22,0.5439453
793,3.4824219,0.35605973,0.19017094,0,0.0069491905,0,19.077148,22,0.54296875
794,3.5009766,0.355328,0.19057816,0,0.0069491905,0,19.066406,22,0.5439453
795,3.4970703,0.35546058,0.19098713,0,0.0069491905,0,19.048828,22,0.5449219
796,3.5058594,0.35581714,0.1923077,0,0.0069491905,0,19.072266,22,0.54296875
797,3.5097656,0.35536024,0.19189766,0,0.0069491905,0,19.055664,22,0.5419922
798,3.5205078,0.35466573,0.19271949,0,0.0069491905,0,19.043945,22,0.5439453
799,3.5283203,0.35438836,0.19271949,0,0.0069491905,0,19.036133,22,0.5439453
800,3.5332031,0.35451895,0.19313304,0,0.0069491905,0,19.029297,22,0.5449219
801,3.546875,0.35368663,0.19139785,0,0.0069491905,0,19.009766,22,0.54589844
802,3.5546875,0.35306734,0.19057816,0,0.0069491905,0,19.014648,22,0.5439453
803,3.5615234,0.35216534,0.18976545,0,0.0069491905,0,19.02539,22,0.5419922
804,3.555664,0.35173923,0.1893617,0,0.0069491905,0,19.001953,22,0.5410156
805,3.5605469,0.35101622,0.18976545,0,0.0069491905,0,19,22,0.5419922
806,3.5644531,0.35047743,0.18723404,0,0.0069491905,0,19.004883,22,0.5410156
807,3.571289,0.35006097,0.18723404,0,0.0069491905,0,18.96289,22,0.5410156
808,3.5878906,0.347947,0.18550107,0,0.0069491905,0,18.956055,22,0.5419922
809,3.584961,0.34727094,0.18376069,0,0.0069491905,0,18.954102,22,0.54296875
810,3.5917969,0.34692496,0.18550107,0,0.0069491905,0,18.94043,22,0.5419922
811,3.5966797,0.3459707,0.18589744,0,0.0069491905,0,18.93164,22,0.54296875
812,3.6054688,0.34619573,0.18669528,0,0.0069491905,0,18.924805,22,0.5449219
813,3.6054688,0.34586957,0.18669528,0,0.0069491905,0,18.907227,22,0.5449219
814,3.6083984,0.34616268,0.1875,0,0.0069491905,0,18.924805,22,0.546875
815,3.6201172,0.34572262,0.18709677,0,0.0069491905,0,18.913086,22,0.54589844
816,3.6191406,0.34406576,0.18454936,0,0.0069491905,0,18.932617,22,0.5449219
817,3.6328125,0.3425225,0.1827957,0,0.0069491905,0,18.908203,22,0.54589844
818,3.6396484,0.34147733,0.18025751,0,0.0069491905,0,18.918945,22,0.5449219
819,3.647461,0.3408288,0.17987151,0,0.0069491905,0,18.947266,22,0.5439453
820,3.6464844,0.3408288,0.17987151,0,0.0069491905,0,18.94336,22,0.5439453
821,3.6621094,0.33904228,0.17735043,0,0.0069491905,0,18.951172,22,0.54296875
822,3.6708984,0.33904228,0.17735043,0,0.0069491905,0,18.999023,22,0.54296875
823,3.6708984,0.33955887,0.17773019,0,0.0069491905,0,19.00293,22,0.5439453
824,3.6767578,0.33955887,0.17773019,0,0.0069491905,0,18.990234,22,0.5439453
825,3.694336,0.33916318,0.17987151,0,0.0069491905,0,18.945313,22,0.5439453
826,3.694336,0.3392611,0.18025751,0,0.0069491905,0,18.958008,22,0.5449219
827,3.7050781,0.33906618,0.18025751,0,0.0069491905,0,18.954102,22,0.5449219
828,3.709961,0.33906618,0.18025751,0,0.0069491905,0,18.93164,22,0.5449219
829,3.7158203,0.33890158,0.17987151,0,0.0069491905,0,18.985352,22,0.5439453
830,3.7285156,0.34031415,0.18162394,0,0.0069491905,0,19.006836,22,0.54296875
831,3.734375,0.3387578,0.17811158,0,0.0069491905,0,18.992188,22,0.5449219
832,3.7392578,0.33822697,0.17773019,0,0.0069491905,0,18.99414,22,0.5439453
833,3.7509766,0.33736148,0.17811158,0,0.0069491905,0,18.988281,22,0.5449219
834,3.7519531,0.33723143,0.17773019,0,0.0069491905,0,19.061523,22,0.5439453
835,3.756836,0.33723143,0.17558886,0,0.0069491905,0,19.035156,22,0.5439453
836,3.7626953,0.336473,0.1748401,0,0.0069491905,0,19.09082,22,0.5419922
837,3.774414,0.33625275,0.1748401,0,0.0069491905,0,19.098633,22,0.5419922
838,3.774414,0.33609822,0.1748401,0,0.0069491905,0,19.101563,22,0.5419922
839,3.7714844,0.3368678,0.17659575,0,0.0069491905,0,19.111328,22,0.5410156
840,3.7773438,0.33677578,0.1762208,0,0.0069491905,0,19.136719,22,0.54003906
841,3.7773438,0.33591458,0.17659575,0,0.0069491905,0,19.138672,22,0.5410156
842,3.7841797,0.3355239,0.1762208,0,0.0069491905,0,19.123047,22,0.54003906
843,3.7958984,0.33476242,0.1762208,0,0.0069491905,0,19.143555,22,0.54003906
844,3.805664,0.33323237,0.17409766,0,0.0069491905,0,19.199219,22,0.54003906
845,3.7978516,0.33321035,0.17409766,0,0.0069491905,0,19.20996,22,0.54003906
846,3.8085938,0.33170137,0.17372881,0,0.0069491905,0,19.24121,22,0.5390625
847,3.8076172,0.33170137,0.17372881,0,0.0069491905,0,19.248047,22,0.5390625
848,3.8085938,0.33246344,0.17510548,0,0.0069491905,0,19.232422,22,0.5371094
849,3.8242188,0.33314914,0.1764706,0,0.0069491905,0,19.242188,22,0.53515625
850,3.8291016,0.331822,0.17473684,0,0.0069491905,0,19.22168,22,0.5361328
851,3.8330078,0.3300295,0.17088607,0,0.0069491905,0,19.22754,22,0.5371094
852,3.84375,0.3294814,0.16949153,0,0.0069491905,0,19.270508,22,0.5390625
853,3.8642578,0.32993716,0.17088607,0,0.0069491905,0,19.251953,22,0.5371094
854,3.8710938,0.32906696,0.17124736,0,0.0069491905,0,19.246094,22,0.53808594
855,3.8789063,0.32887492,0.17124736,0,0.0069491905,0,19.231445,22,0.53808594
856,3.8916016,0.32719657,0.16913319,0,0.0069491905,0,19.332031,22,0.53808594
857,3.9013672,0.3263187,0.16525424,0,0.0069491905,0,19.338867,22,0.5390625
858,3.9013672,0.3249809,0.1627907,0,0.0069491905,0,19.320313,22,0.53808594
859,3.9091797,0.3235976,0.16244726,0,0.0069491905,0,19.302734,22,0.5371094
860,3.9199219,0.3235976,0.16244726,0,0.0069491905,0,19.285156,22,0.5371094
861,3.9433594,0.32321438,0.16210526,0,0.0069491905,0,19.344727,22,0.5361328
862,3.9482422,0.3227408,0.16176471,0,0.0069491905,0,19.360352,22,0.53515625
863,3.9570313,0.3222692,0.16142558,0,0.0069491905,0,19.379883,22,0.5341797
864,3.9628906,0.32187033,0.16142558,0,0.0069491905,0,19.384766,22,0.5341797
865,3.9746094,0.32098737,0.16142558,0,0.0069491905,0,19.390625,22,0.5341797
866,3.9873047,0.32098737,0.16142558,0,0.0069491905,0,19.375,22,0.5341797
867,3.9951172,0.32045105,0.16108787,0,0.0069491905,0,19.379883,22,0.5332031
868,4,0.31959975,0.15932915,0,0.0069491905,0,19.36621,22,0.5341797
869,3.9990234,0.31875223,0.1572327,0,0.0069491905,0,19.345703,22,0.5341797
870,4.010742,0.31866413,0.15690376,0,0.0069491905,0,19.354492,22,0.5332031
871,4.0185547,0.318498,0.15690376,0,0.0069491905,0,19.339844,22,0.5332031
872,4.0273438,0.31843245,0.15690376,0,0.0069491905,0,19.36914,22,0.5332031
873,4.03125,0.31931576,0.15866388,0,0.0069491905,0,19.354492,22,0.53222656
874,4.033203,0.31926203,0.15833333,0,0.0069491905,0,19.359375,22,0.53125
875,4.048828,0.31838048,0.15866388,0,0.0069491905,0,19.375977,22,0.53222656
876,4.0546875,0.31835783,0.15899582,0,0.0069491905,0,19.405273,22,0.5332031
877,4.0595703,0.31798866,0.15866388,0,0.0069491905,0,19.40332,22,0.53222656
878,4.0703125,0.31751546,0.15833333,0,0.0069491905,0,19.432617,22,0.53125
879,4.0810547,0.31733552,0.15833333,0,0.0069491905,0,19.417969,22,0.53125
880,4.0878906,0.31722087,0.15800416,0,0.0069491905,0,19.464844,22,0.53027344
881,4.0927734,0.3165796,0.15767635,0,0.0069491905,0,19.47168,22,0.5292969
882,4.0996094,0.3165796,0.15767635,0,0.0069491905,0,19.453125,22,0.5292969
883,4.1123047,0.31598404,0.15767635,0,0.0069491905,0,19.46289,22,0.5292969
884,4.1210938,0.3156687,0.15767635,0,0.0069491905,0,19.45996,22,0.5292969
885,4.120117,0.31541836,0.15767635,0,0.0069491905,0,19.404297,22,0.5292969
886,4.125,0.31336248,0.15592515,0,0.0069491905,0,19.455078,22,0.53027344
887,4.142578,0.31184876,0.15384616,0,0.0069491905,0,19.46289,22,0.53027344
888,4.161133,0.3110893,0.15352698,0,0.0069491905,0,19.458984,22,0.5292969
889,4.1728516,0.31101793,0.1532091,0,0.0069491905,0,19.457031,22,0.5283203
890,4.171875,0.31094408,0.1532091,0,0.0069491905,0,19.461914,22,0.5283203
891,4.1728516,0.31094408,0.1532091,0,0.0069491905,0,19.495117,22,0.5283203
892,4.185547,0.30927843,0.15289256,0,0.0069491905,0,19.509766,22,0.52734375
893,4.1914063,0.30931103,0.1532091,0,0.0069491905,0,19.608398,22,0.5283203
894,4.201172,0.30855998,0.15289256,0,0.0069491905,0,19.59668,22,0.52734375
895,4.2148438,0.3086261,0.1532091,0,0.0069491905,0,19.625,22,0.5283203
896,4.2226563,0.3080976,0.1532091,0,0.0069491905,0,19.664063,22,0.5283203
897,4.2314453,0.30795953,0.15352698,0,0.0069491905,0,19.675781,22,0.5292969
898,4.236328,0.30795953,0.15352698,0,0.0069491905,0,19.663086,22,0.5292969
899,4.2402344,0.30795953,0.15352698,0,0.0069491905,0,19.669922,22,0.5292969
900,4.2402344,0.30761498,0.1532091,0,0.0069491905,0,19.695313,22,0.5283203
901,4.2421875,0.30720866,0.15257733,0,0.0069491905,0,19.666016,22,0.5263672
902,4.241211,0.30720866,0.15257733,0,0.0069491905,0,19.646484,22,0.5263672
903,4.2490234,0.30681813,0.15289256,0,0.0069491905,0,19.644531,22,0.52734375
904,4.2597656,0.30629075,0.15289256,0,0.0069491905,0,19.62207,22,0.52734375
905,4.274414,0.30523908,0.15289256,0,0.0069491905,0,19.612305,22,0.52734375
906,4.2851563,0.30433574,0.15113872,0,0.0069491905,0,19.608398,22,0.5283203
907,4.294922,0.30442315,0.15145229,0,0.0069491905,0,19.581055,22,0.5292969
908,4.3007813,0.3037501,0.15082644,0,0.0069491905,0,19.585938,22,0.52734375
909,4.3183594,0.30252904,0.15113872,0,0.0069491905,0,19.588867,22,0.5283203
910,4.3203125,0.30176064,0.15051547,0,0.0069491905,0,19.573242,22,0.5263672
911,4.330078,0.3017776,0.15082644,0,0.0069491905,0,19.583984,22,0.52734375
912,4.328125,0.3016636,0.15082644,0,0.0069491905,0,19.59375,22,0.52734375
913,4.3320313,0.30139083,0.15020576,0,0.0069491905,0,19.60254,22,0.5253906
914,4.341797,0.30106258,0.14989734,0,0.0069491905,0,19.567383,22,0.52441406
915,4.3466797,0.29929337,0.14639175,0,0.0069491905,0,19.558594,22,0.5263672
916,4.345703,0.2989688,0.14609054,0,0.0069491905,0,19.536133,22,0.5253906
917,4.341797,0.2989688,0.14609054,0,0.0069491905,0,19.583984,22,0.5253906
918,4.354492,0.29887876,0.14609054,0,0.0069491905,0,19.61621,22,0.5253906
919,4.357422,0.29920316,0.14639175,0,0.0069491905,0,19.604492,22,0.5263672
